,Tract,County,Urban,Total_Population,Housing_Units,High_Share_Group,Total_Group_Quarters,Percent_Group_Quarters,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,Low_Income_Flag,Total_Poverty_Rate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,Total_Low_Income,Total_Kids,Total_Seniors,Total_White,Total_Black,Total_Asian,Total_NHOPI,Total_AIAN,Total_OMulti,Total_Hispanic,Total_No_Vehicle,Total_SNAP,Population_Size
10,36001000800,Albany County,1,2393,1015,0,118.0,4.93,0,1,0,1,1,1,44.9,26707.0,0,1,0,1,0,0,0,1,,1957.0,,,1506.0,,1957.0,81.8,1506.0,62.92,553.0,23.1,193.0,8.08,526.0,21.97,1223.0,51.13,31.0,1.28,1.0,0.02,6.0,0.25,171.0,7.15,271.0,11.32,492.0,48.47,450.0,44.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.0,642.0,268.0,665.0,1427.0,54.0,3.0,7.0,237.0,330.0,528.0,476.0,Medium Population
11,36001001100,Albany County,1,1169,705,0,147.0,12.57,0,1,0,1,1,1,36.8,45104.0,0,1,0,1,0,0,0,1,137.0,1102.0,137.0,84.0,681.0,84.0,1102.0,94.26,681.0,58.25,109.0,9.34,206.0,17.61,438.0,37.48,476.0,40.76,88.0,7.53,0.0,0.0,7.0,0.59,92.0,7.9,117.0,9.99,377.0,53.44,283.0,40.16,137.0,11.69,84.0,7.22,16.0,1.38,12.0,1.04,66.0,5.66,59.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.97,14.0,1.21,21.0,3.0,16.0,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.0,124.0,208.0,462.0,510.0,88.0,0.0,7.0,102.0,127.0,475.0,357.0,Medium Population
12,36001001400,Albany County,1,3560,2404,0,31.0,0.87,0,0,0,0,0,0,19.5,81528.0,0,0,0,0,0,0,0,0,,44.0,,,18.0,,44.0,1.25,18.0,0.49,3.0,0.08,2.0,0.06,28.0,0.8,8.0,0.22,1.0,0.04,0.0,0.0,0.0,0.0,7.0,0.19,7.0,0.19,11.0,0.48,3.0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.0,178.0,272.0,2863.0,353.0,155.0,4.0,6.0,179.0,216.0,1002.0,283.0,Large Population
13,36001001500,Albany County,1,4606,2228,0,39.0,0.85,0,1,0,1,1,1,26.3,42568.0,0,1,0,1,0,0,0,1,,4144.0,,,2400.0,,4144.0,89.96,2400.0,52.1,362.0,7.85,327.0,7.11,3021.0,65.59,607.0,13.18,278.0,6.03,0.0,0.0,9.0,0.19,229.0,4.98,273.0,5.93,614.0,27.55,420.0,18.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2618.0,386.0,355.0,3364.0,657.0,318.0,0.0,12.0,255.0,308.0,682.0,466.0,Large Population
14,36001001600,Albany County,1,4273,1768,0,233.0,5.45,0,1,0,0,0,1,26.4,102763.0,0,1,0,1,0,0,0,0,,2141.0,,,706.0,,2141.0,50.11,706.0,16.53,338.0,7.91,175.0,4.1,1654.0,38.71,271.0,6.34,98.0,2.3,1.0,0.03,6.0,0.13,112.0,2.61,139.0,3.26,69.0,3.92,92.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1523.0,565.0,284.0,3267.0,543.0,210.0,2.0,12.0,239.0,291.0,255.0,183.0,Large Population
15,36001001700,Albany County,1,4021,1824,0,145.0,3.61,0,0,0,0,0,0,13.7,89554.0,0,1,0,1,0,0,0,0,120.0,1827.0,120.0,36.0,434.0,36.0,1827.0,45.45,434.0,10.79,300.0,7.47,302.0,7.51,1412.0,35.11,233.0,5.79,91.0,2.26,0.0,0.0,4.0,0.09,88.0,2.2,88.0,2.19,80.0,4.4,102.0,5.61,120.0,2.97,36.0,0.89,15.0,0.37,50.0,1.25,87.0,2.16,18.0,0.44,9.0,0.23,0.0,0.0,0.0,0.0,6.0,0.15,4.0,0.09,3.0,0.18,4.0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1313.0,602.0,521.0,3088.0,496.0,229.0,1.0,15.0,192.0,235.0,329.0,255.0,Large Population
16,36001001801,Albany County,1,6579,3246,0,105.0,1.6,0,0,0,0,1,0,5.0,134509.0,1,1,1,1,1,0,0,1,4449.0,6543.0,4449.0,963.0,1270.0,963.0,6543.0,99.45,1270.0,19.31,897.0,13.64,1599.0,24.31,5652.0,85.92,434.0,6.59,330.0,5.02,2.0,0.03,5.0,0.07,120.0,1.83,209.0,3.18,317.0,9.77,113.0,3.49,4449.0,67.63,963.0,14.63,596.0,9.06,1101.0,16.74,3780.0,57.46,350.0,5.32,226.0,3.44,2.0,0.03,1.0,0.01,90.0,1.37,133.0,2.02,271.0,8.34,78.0,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.0,903.0,1605.0,5684.0,435.0,330.0,2.0,5.0,123.0,213.0,324.0,119.0,Large Population
17,36001001802,Albany County,1,3816,1973,0,16.0,0.42,0,0,0,0,1,0,11.3,81406.0,1,1,1,1,1,0,0,1,3576.0,3816.0,3576.0,826.0,874.0,826.0,3816.0,100.0,874.0,22.91,478.0,12.53,844.0,22.12,3176.0,83.23,291.0,7.63,211.0,5.53,18.0,0.47,3.0,0.08,117.0,3.07,132.0,3.46,141.0,7.13,190.0,9.61,3576.0,93.7,826.0,21.64,452.0,11.85,805.0,21.08,2997.0,78.54,275.0,7.2,184.0,4.82,2.0,0.04,3.0,0.08,115.0,3.02,125.0,3.27,137.0,6.93,178.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.0,478.0,844.0,3176.0,291.0,211.0,18.0,3.0,117.0,132.0,142.0,187.0,Large Population
18,36001001901,Albany County,1,2607,1148,0,23.0,0.88,0,0,0,0,0,0,8.0,114258.0,0,1,0,1,0,0,0,0,33.0,2607.0,33.0,2.0,282.0,2.0,2607.0,100.0,282.0,10.81,411.0,15.77,336.0,12.89,2237.0,85.81,197.0,7.56,76.0,2.92,0.0,0.0,5.0,0.19,92.0,3.53,106.0,4.07,36.0,3.15,35.0,3.01,33.0,1.25,2.0,0.08,6.0,0.21,5.0,0.19,29.0,1.12,1.0,0.04,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.05,2.0,0.07,0.0,0.02,0.0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,411.0,336.0,2237.0,197.0,76.0,0.0,5.0,92.0,106.0,40.0,37.0,Medium Population
19,36001001902,Albany County,1,2581,1131,0,5.0,0.19,0,0,0,0,0,0,7.3,92946.0,0,1,0,1,0,0,0,0,410.0,1652.0,410.0,50.0,219.0,50.0,1652.0,63.99,219.0,8.48,306.0,11.87,306.0,11.86,1380.0,53.45,139.0,5.38,76.0,2.96,0.0,0.0,0.0,0.02,56.0,2.18,65.0,2.52,26.0,2.26,26.0,2.27,410.0,15.9,50.0,1.92,82.0,3.17,82.0,3.17,349.0,13.54,23.0,0.9,21.0,0.82,0.0,0.0,0.0,0.0,17.0,0.65,13.0,0.5,6.0,0.54,6.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,483.0,465.0,2110.0,252.0,134.0,0.0,1.0,84.0,103.0,38.0,36.0,Medium Population
20,36001002000,Albany County,1,5771,2414,0,25.0,0.43,0,1,0,0,0,1,22.6,50170.0,0,1,0,1,0,0,0,0,,1119.0,,,526.0,,1119.0,19.38,526.0,9.11,243.0,4.21,99.0,1.71,565.0,9.78,384.0,6.65,60.0,1.05,0.0,0.0,13.0,0.23,96.0,1.67,123.0,2.13,92.0,3.83,65.0,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430.0,1317.0,533.0,2906.0,1998.0,268.0,2.0,38.0,559.0,671.0,504.0,321.0,Large Population
21,36001002100,Albany County,1,3773,1251,0,1037.0,27.48,0,1,0,0,0,1,26.0,64625.0,0,1,0,1,0,0,0,0,,1166.0,,,408.0,,1166.0,30.91,408.0,10.82,152.0,4.03,23.0,0.62,873.0,23.15,105.0,2.78,131.0,3.46,1.0,0.02,1.0,0.03,55.0,1.47,43.0,1.13,42.0,3.35,36.0,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.0,640.0,140.0,2168.0,854.0,496.0,1.0,16.0,238.0,230.0,353.0,270.0,Large Population
22,36001002200,Albany County,1,2344,1366,0,20.0,0.85,0,0,0,0,0,1,19.4,57109.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.0,310.0,153.0,1472.0,604.0,116.0,1.0,6.0,145.0,201.0,509.0,278.0,Medium Population
23,36001002300,Albany County,1,2051,1020,0,42.0,2.05,0,1,0,1,1,1,34.7,62545.0,0,1,0,1,0,0,0,1,,2049.0,,,1203.0,,2049.0,99.89,1203.0,58.67,464.0,22.62,153.0,7.45,699.0,34.08,1076.0,52.45,62.0,3.02,2.0,0.1,11.0,0.54,199.0,9.7,254.0,12.38,405.0,39.7,401.0,39.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.0,464.0,155.0,701.0,1076.0,62.0,2.0,11.0,199.0,254.0,405.0,408.0,Medium Population
24,36001002500,Albany County,1,2872,1311,0,95.0,3.31,0,1,0,1,1,1,52.2,15711.0,0,1,0,1,0,0,0,1,,2872.0,,,2405.0,,2872.0,100.0,2405.0,83.74,836.0,29.11,156.0,5.43,597.0,20.79,1872.0,65.18,33.0,1.15,0.0,0.0,21.0,0.73,349.0,12.15,492.0,17.13,867.0,66.12,852.0,64.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2862.0,836.0,156.0,597.0,1872.0,33.0,0.0,21.0,349.0,492.0,887.0,898.0,Medium Population
25,36001002600,Albany County,1,5165,1996,0,110.0,2.13,0,1,0,1,1,1,24.3,42889.0,0,1,0,1,0,0,0,1,291.0,4982.0,291.0,181.0,2457.0,181.0,4982.0,96.45,2457.0,47.57,1489.0,28.82,419.0,8.11,1371.0,26.54,2885.0,55.86,196.0,3.8,3.0,0.06,13.0,0.24,514.0,9.95,636.0,12.32,739.0,37.02,631.0,31.63,291.0,5.64,181.0,3.51,109.0,2.11,21.0,0.41,33.0,0.63,241.0,4.66,0.0,0.0,1.0,0.02,0.0,0.0,17.0,0.34,34.0,0.66,25.0,1.24,40.0,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226.0,1541.0,432.0,1431.0,2973.0,205.0,3.0,16.0,537.0,670.0,732.0,630.0,Large Population
26,36001012700,Albany County,1,2342,1120,0,9.0,0.38,0,0,0,0,0,0,12.4,75644.0,0,1,0,1,0,0,0,0,,1674.0,,,558.0,,1674.0,71.49,558.0,23.83,316.0,13.47,206.0,8.81,1528.0,65.24,66.0,2.8,8.0,0.33,0.0,0.0,4.0,0.17,69.0,2.96,69.0,2.96,71.0,6.33,48.0,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,415.0,306.0,2171.0,72.0,17.0,0.0,4.0,78.0,90.0,108.0,84.0,Medium Population
27,36001012800,Albany County,1,3836,1755,0,15.0,0.39,0,0,0,0,0,1,20.4,47778.0,0,0,0,0,0,0,0,0,,463.0,,,252.0,,463.0,12.07,252.0,6.56,146.0,3.81,34.0,0.89,368.0,9.6,47.0,1.23,3.0,0.07,0.0,0.0,0.0,0.0,45.0,1.17,24.0,0.63,30.0,1.69,50.0,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,950.0,419.0,3279.0,302.0,16.0,0.0,8.0,231.0,182.0,356.0,422.0,Large Population
28,36001012900,Albany County,1,3445,1740,0,32.0,0.93,0,1,0,0,0,1,21.9,43472.0,0,1,0,1,0,0,0,0,422.0,1107.0,422.0,165.0,433.0,165.0,1107.0,32.12,433.0,12.56,286.0,8.29,90.0,2.63,944.0,27.39,56.0,1.64,25.0,0.71,0.0,0.0,7.0,0.19,76.0,2.19,59.0,1.71,29.0,1.68,157.0,9.05,422.0,12.25,165.0,4.78,140.0,4.08,20.0,0.59,330.0,9.59,33.0,0.95,15.0,0.44,0.0,0.0,3.0,0.1,41.0,1.18,37.0,1.07,10.0,0.56,53.0,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.0,750.0,490.0,2990.0,230.0,44.0,0.0,17.0,164.0,170.0,473.0,541.0,Large Population
29,36001013000,Albany County,1,6545,2852,0,181.0,2.77,0,0,0,0,1,0,5.4,73793.0,1,1,1,1,1,0,0,1,1729.0,4393.0,1729.0,295.0,801.0,295.0,4393.0,67.12,801.0,12.23,689.0,10.52,976.0,14.91,4155.0,63.49,89.0,1.36,42.0,0.65,0.0,0.0,6.0,0.09,101.0,1.54,103.0,1.57,122.0,4.3,107.0,3.75,1729.0,26.42,295.0,4.5,254.0,3.88,366.0,5.59,1644.0,25.12,27.0,0.41,14.0,0.22,0.0,0.0,2.0,0.04,41.0,0.63,45.0,0.68,32.0,1.12,42.0,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.0,1111.0,1241.0,6142.0,150.0,65.0,0.0,10.0,178.0,164.0,186.0,159.0,Large Population
30,36001013100,Albany County,1,2620,1286,0,0.0,0.0,0,1,0,1,1,1,6.8,60234.0,0,1,0,1,0,0,0,1,,1497.0,,,341.0,,1497.0,57.12,341.0,13.03,269.0,10.26,211.0,8.04,1322.0,50.44,83.0,3.16,26.0,0.99,0.0,0.01,12.0,0.45,54.0,2.08,47.0,1.8,101.0,7.84,128.0,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.0,485.0,387.0,2336.0,132.0,46.0,1.0,13.0,92.0,87.0,175.0,219.0,Medium Population
31,36001013200,Albany County,1,3397,1642,0,0.0,0.0,0,0,0,0,0,1,27.4,46493.0,0,0,0,0,0,0,0,0,,178.0,,,110.0,,178.0,5.25,110.0,3.24,46.0,1.35,19.0,0.56,143.0,4.22,21.0,0.62,3.0,0.1,0.0,0.0,2.0,0.06,9.0,0.26,11.0,0.32,17.0,1.02,28.0,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704.0,766.0,540.0,2798.0,285.0,109.0,0.0,22.0,183.0,250.0,499.0,505.0,Large Population
